username,waktu,teks_bersih,Infrastruktur & Jalan,Lingkungan & Sampah,Air & Sanitasi,Bencana & Cuaca,Transportasi,Pelayanan Publik,Ekonomi & UMKM,Keamanan & Sosial,Pendidikan,Kesehatan,urgensi,sentimen,lokasi_insiden
@mesatu_,3h,"Media Sabtu Minggu Justru ketahuan karena ngecek di JMO, Kak. Kasus gue itu ada selisih 7 bulan sama masa kerja terakhir.

Iuran JHT yang dibayar baru sampai April 2025, disetor Januari 2026. Jadi, mereka cut di Mei 2025. Sisanya dilunasi direct ke rekening karyawan yang resign atau di-PHK.",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@mey248546,3h,"Mey air keruh Ternyata air jernih belum tentu higenis ya,apa lagi",0,0,1,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@miamography,Mar 30,뿌뿌 ♡ unPILtered air mati udah dengerin piano 10 kali biarin bantal gue jadi saksi ini mengalir karna unpiltered,0,0,1,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@mieayamwalik,22h,arga itumah njir pungli,0,0,0,0,0,1,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@miko_ambyo,mas broto,19h,1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@mikoriza_,Mar 30,"Kekurangan guru 1.0 , biase",0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@mildamiee,gal ★ head over heels,"IH SAMA, saking sukanya baca jd ampe org tidur, lampu mati masih tetep lanjut Mar 31",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@milestdftone,junhanmienyemek | sae,lampu mati 3h,1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@milz_putri,Aster,Lampu mati Apr 1,1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@milz_putri,cicicaca,lampu mati biar mimpi indah Apr 1,1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@minberry_9yu,14h,BEBERRR ini kpop lagi musim apa yak PHK,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@minteore,Mar 29,eve Eunchae yang mocking anak sekolahan meanwhile dia sendiri itu ya? putus sekolah 1.0,0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@miolistrik,akun hewan | tapi bukan,"kalo betul2 mikirin prioritas, masih ada banyak banget sekolah reyot, jembatan putus , Mar 31",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@mirfanrkresnadi,23h,"Irfan Kresnadi Kalo mau jd produsen, harus dibenerin juga iklim malak memalak yg bahkan diluar rente (misal truk bahan baku di-pungli in). Ini masalah besar buat inovasi",0,0,0,0,0,1,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@missxyz88,DEE,Selama ini aku pikir jalan berlubang cuma masalah motor. Hari ini aku jalan kaki dan kesleo karena Mar 29,1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@mkini_bm,anas,"Ketawa kerana jalan berlubang dan rosak, jalan tiada ruangan basikal dan tempat kerja tiada bilik mandi. Mar 31",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@mnghaio,moon’s eve,banjir akupun takut nunggu di rumah dlu 1.0 47m,0,0,0,1,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@mnhykcore,naka ☆ミ,"Untuk dalam kota mending CRV ga sih... Evoque lebih cocok buat offroad atau ga jalan berlubang yang sering dilalui truk... pernah nyoba evoque, selain berat, tempat duduknya rendah banget dan dashboardnya ketinggian 6h",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@moawazznies,30m,"Ren Di atas langit masi ada langit, alias ada yang lebih handal lagi maling",0,0,0,0,0,0,0,1,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@mojokdotco,Mar 31,Mojok.co Tulisan lengkapnya bisa dibaca di sini,0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@mongwoof_,34m,". jangan, macet",0,0,0,0,1,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@mono_khrom,Monochrome,"ini kacamata keknya beneran nyatu ke kepala.. sering banget ga nyadar make atw kaga, terutama di kamar lampu mati , blur / kaga gabisa dibedain.. jdnya kudu deketin tangan ke mata buat ngecek, ""lagi kacamataan ga ni"" Apr 1",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@mooncsen,Mar 30,"Sapoy wkwkw gue tauuuu, soalnya gue prnh magang di sdn. Dan yap, memang benar. Kebanyakan si ya karena mau gamau harus jadi guru paralel ᡣ𐭩",0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@moonguardia,7h,"ayjin Take note, ladies",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@moonqysh,2h,"Qysh Lagi lama dibiarkan nanti affected to good indian sekali... , rumah sewa etc. At the end it will susahkan ur own community, stereotypes doesn't surface overnight, ur friend or family members mabuk? DON'T LET THEM DRIVE. BE FIRM. THIS STARTS WITH YOU. susah cari kerja",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@mrtweepsID,27m,mr.tweeps | IDN Nekat banget ayam begini maling,0,0,0,0,0,0,0,1,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@mscryygg,Mar 30,"bukan sayur lo deh butuh istirahat, dsb. lu kalo mau nyetel lagu yang jamet n segede gaban better pake tws. gila ya punya tetangga gaada otak kaya gini, jangankan soal musik, nih tetangga mana buang limbah",0,1,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@msiswakeadilan,Mar 28,Mahasiswa Keadilan Malaysia air keruh Adalah sangat mendukacitakan apabila ada kelompok mahasiswa yang cuba menangguk di demi meraih mileage politik murah. Mengambil kesempatan atas kesempitan rakyat dan isu peperangan tanpa sandaran fakta bukanlah watak seorang intelektual.,0,0,1,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@munvess,19h,Ssefnum -RL Guys boleh spill tata cara 3.8K hilang gak ya... Apa harus ke kantor polisi... Halo... Aduh aku pusing banget bentar lagi UTBK malah dompet dan KTPku ilang... ngurus KTP 12.0,0,0,0,0,0,1,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@munyepping,29m,myuu ໒꒱ིྀ༝⁺ ih aku masih di jalan nih tj nyaa macet,0,0,0,0,1,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@musicgift_ljh,Mar 27,cecil gak badut lagi kagakkkk itu yah jihoon cuci muka di westafel p as air mati,0,0,1,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@muslynxiaaaw,Mar 31,❦ musly lu goblok obesitas penyakit nyata the ril sampah masyarakat nanti sempit²in lahan kuburan gendut tua udik bau sampah,0,1,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@muttle9,Apr 3,"d'animosity Gara2 utang ugal2an duo Mulyoni, gak ada hasil - tahun 2024 aja impor beras 3.48 JUTA ton! besar2an di industri padat karya PHK",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@muzidanapr_,getalifebae,mati listrik hujan jalan berlubang gabawa jas ujan Mar 30,1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@mychhew,al.,BANJIR SIAPA YG EDIT... BGT AIR MATA GW 29m,0,0,0,1,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@myfiltermoon,Apr 3,"minimi ⊙⊝⊜ Sedih banget, pamanku ternyata sekarang udah gak kerja lagi. Habis lebaran kemaren kena . Ya Allah... PHK",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@myfortuncookies,el ઇ ଓ,Kak banjir air mata lagi ini kak 19m,0,0,0,1,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@mygipaw,ℜ𝔞𝔯𝔞⋆｡˚𓇼 ⋆｡˚who trapped in your smile⋆｡˚𓇼 ⋆｡˚,"Asli macet banget, soalnya jalan sebagian ditutup. Teruuuuss pas baru bgt ambruk dan lampu mati beneran keos. Tetanggaku inisiatif turun buat atur itu perempatan sampe polisi datang, istrinya ngabarin ke grup biar warga diem dirumah Apr 2",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@myluvybin_,Mar 30,"ampe 3 hari tu gimana si cerita nya PDAM mati gk ad informasi nya pula.

Gile gile pagi² ngangkut air hujan dri depan rumah ke kamar mandi",0,0,1,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@myshawti,Pussifiers,golden era dimana jalan rusak dimana mana dan mati lampu hampir tiap hari Apr 2,1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@myshinebrght,Mar 30,"shineee Hirup uap air panas recommended sih, terus ngurangin kontak sama asep/ polusi udara",0,1,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@mysthiiaaa,Mar 30,"miti telkom pernah pas kelas 10, dpet tugas laporan tentang makanan nabati yang difermentasi, ada 5 orng perkelompok diplih sm bliau
gua sm satu temen gua udh tuh dpet tempat yang ngeproduksi tempe + udh wawancara. sagu temen gua ini bantu pas wawancara cm DIA TIBA TIBA 1.0 PUTUS SEKOLAH",0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@mytmrsn,39m,"matchalatte. Asli, ni kieuu macet",0,0,0,0,1,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@n4hceah_,urfvrtcacaa,BANJIR packing paket ka rue dan ka na aja aku nangis ( maaf kl nanti nerima paketnya keburu angst ) YG PACKING JUGA AIR MATA 4m,0,0,0,1,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@nadaoying,nanot,"stujuu
aku tim lampu mati Apr 1",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@nadavitt,dvit,kenapa lampu mati dikit jadi ngantuk  bangett Apr 1,1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@nallaakk,6m,n jakarta klo ga keknya ga asik macet,0,0,0,0,1,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@namakunayz,Mar 29,namaku.nay enak bgt anginnya. beda bgt sama di kosku suka banget tetangga sebelah kos bakar sampah. bikin polusi,0,1,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@nanajsuh,1h,macet dikit aja. kena ujan deras ini yang repot,0,0,0,0,1,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@naomiyosephin,Mar 31,"Naomi YM Napitupulu air mati Tagihan dibayar gak boleh telat tp lampu mati berjam2 asik disuruh nunggu astagaaaaa klo gak ada anak kecil gue gak akan berisik
Ini anak gue nangis2 dua2 nya apagak makin mau pecah kepala
Apalagi dibekasi itu listrik mati ya jg",0,0,1,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@naspadnubi,Apr 1,bagian dari Bau sampah Bau sampah,0,1,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@nathshaula,13h,"ً nanes lg jd arsitek Adikku cimol kan badannya kecil bgt, ternyata dia pernah dibully sm temennya yg badannya gede bau sampah",0,1,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@nattylovejay,Mar 31,lucky natty ✯ punya jay pls kayak ketutupan polusi udara,0,1,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@nausicages,20h,"iby jujur gw kesel bgt sama bentukan begini, ""jurusan yg paling worth it sekarang tu cuma ..... doang, jurusan lain bakal "" itu keluar dari mulut org yg bahkan ga ngerasain gimana survivenya KULIAH AJG susah cari kerja",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@naveliano,1h,"iqbal naveliano Lah gmn, kan kamu yang salah. Namanya kelalaian jelas tidak ada unsur pencurian pencurian 1.2K",0,0,0,0,0,0,0,1,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@nayyanii27,Mar 28,"pisces Buat kalian yang masih merantau di Jepang mending sekarang kalian pada balik indo dulu deh.

 Soalnya kalo sampe ketauan Pak Niki akun kalian bakalan bisa kena .

Mending sekarang kalian fokus cari impressinya yang lebih organik dari post kalian sendiri, 

atau bisa juga rep begal",0,0,0,0,0,0,0,1,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@ndksn_,21h,sepupu blackjack pantes kasus susah ilang di jabar wkwk pungli,0,0,0,0,0,1,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@neVerAl0nely___,Never,"Breaking news 1.7K Jembatan putus di kp lingkungsari ,kec Tegal Buleud,desa, sumber jaya 

Belum diketahui jumlah pengendara yang jatuh ke sungai.

Kamis 2 april 2026 Apr 2",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@nelaspunk,Apr 2,"juan manuel sanchez Program Sekolah Rakyat memberikan kesempatan pendidikan gratis dan berkualitas bagi anak-anak kurang mampu, mengurangi angka , serta mencetak generasi Bali yang cerdas, terampil, dan berkarakter. 1.0 putus sekolah",0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@neranghae,Mar 29,星星✮⋆˙Nezz Sumpah ini Taipei lagi polusi udara,0,1,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@neriko_neko,2h,"* Bau.
Bukan berarti bau sampah",0,1,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@newestID,18h,Newest Indonesia Perang Iran Memanas: 140 Ribu Rumah Dan 763 Akibat Serangan AS-Israel Sekolah Rusak,0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@newsurban_id,newsurban.id,Apr 3,1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@nihaaa_yah,ahlul yapping,"Ora ngerti mati murupe. Gur krungu mertuo mbengok, lampu mati kr wis murup. Mar 31",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@niinrum,Mar 28,"rum Padahal bisa hemat dengan para pejabat pergi ke kantor dengan menggunakan kendaraan umum. Selain hemat bbm, bisa lumayan berperan dalam mengurangi macet dan polusi udara",0,1,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@nikithinkeeds,Apr 3,ʙᴇᴇ idol sekarang pada kena phk,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@nishimiru,Mar 29,miru spp mahal 1.0 bgt lg fak jadi ga enak mau ganti hp padahal BH nya udah 62%,0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@nislia31,Apr 1,nili air mati Cobaan Uts =,0,0,1,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@niyeowss,niya𓂃 ♡ ⊹,"banjir mata ak pipis terus, enih klo indonesia pasti air mata ak yg mengalir 1.0 40m",0,0,0,1,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@njmidm,2m,Neem je moeder in de maling De winkelier is verantwoordelijk dat ik het juiste bedrag afreken. Dus mag de winkelier de boel optellen.,0,0,0,0,0,0,0,1,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@njmidm,35s,Neem je moeder in de maling De winkelier is verantwoordelijk dat ik het juiste bedrag afreken. Dus mag de winkelier de boel optellen.,0,0,0,0,0,0,0,1,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@njmidm,3m,Neem je moeder in de maling De winkelier is verantwoordelijk dat ik het juiste bedrag afreken. Dus mag de winkelier de boel optellen.,0,0,0,0,0,0,0,1,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@njmidm,6m,Neem je moeder in de maling De beelden zijn het bewijs!,0,0,0,0,0,0,0,1,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@njmidm,7m,Neem je moeder in de maling De beelden zijn het bewijs!,0,0,0,0,0,0,0,1,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@njmidm,9m,Neem je moeder in de maling De beelden zijn het bewijs!,0,0,0,0,0,0,0,1,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@nkskrdwyn,52m,"NIKI | Coinfest Asia | Bali 20-21 Agustus Bulan Maret kemarin gue diundang ke Podcast Kumpul Leaders.

Gak nyangka banget sih, dari dulu gue selalu dengerin podcast KuLi,
sambil makan, rebahan, kerja, macetan di jalan. Waktu itu bahkan gak kenal siapa2 di dalamnya.
Sampe akhirnya ketemu salah satu hostnya di event macet",0,0,0,0,1,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@noeasyclouds,alsa ෆ mrs & dwy era | rt,lampu mati soalnya pusing kalo liat lampu Mar 29,1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@noegroho_basuki,Apr 2,Basuki Noegroho air keruh Ada yg memancing di dan bodohnya banyak yg terprovokasi,0,0,1,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@nongreve,Mar 30,reve #mrs era Hujan asam disebabkan oleh polusi udara,0,1,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@nonmolare,29m,L1 + ∆ tobat jadi . maling,0,0,0,0,0,0,0,1,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@noorriansjah,18h,Rian Jabar everywhere pungli,0,0,0,0,0,1,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@nowtangerine,12h,"lg ntn dexter buatku harus tetap punya penghasilan sendiri, bukan cuma soal cowo bener apa engga bener kak. tp kita kan gak tau klo ke depannya dihadapkan ke keadaan yg sulit misal klo dah nikah tiba2 pasangan kena / sakit/ terjadi hal-hal sulit di luar kontrol kita. PHK",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@nu_online,Mar 27,"NU Online krisis air Petani Kendeng ungkap dampak tambang semen di Kendeng: konflik sosial, , hingga ancaman lingkungan.",0,0,1,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@nu_online,NU Online,terjadi di 7 desa di Ketanggungan Brebes. Namun itu bukan pertama kali terjadi. Warga mendesak pemerintah segera menormalisasi sungai. Banjir … Mar 28,0,0,0,1,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@nugusiyu,✶,abis mandi pake scrub & lotion.... wangi maksimal.... hujan.... dingin.... selimutan.... lampu mati .... pake diffuser lavender di kamar.... nikmat bgt makasih yaallah.... Mar 31,1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@nujatiagung,NU MEDIA JATI AGUNG,"Kondisi jalan rusak terjadi di Dusun 5 RT 43, Desa Jati Sari, Kecamatan Jati Agung, Kabupaten Lampung Selatan. 16h",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@nurdinyanto18,2h,"% orang merdeka Begal aja masih banyak, masih banyak,,malah ngurus jagung pungli",0,0,0,0,0,1,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@nusabalicom,22h,NusaBali.com Manajemen perbankan melalui jaringan layanan Agen BRILink memberikan klarifikasi terkait kasus dugaan penggelapan dana nasabah oleh oknum petugas agen di Kabupaten Karangasem yang saat ini tengah diproses secara hukum,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@nusabalicom,5h,"NusaBali.com Dugaan persoalan ketenagakerjaan mencuat di salah satu usaha sektor hospitality di kawasan Jalan Labuansait, Kuta Selatan, Kabupaten Badung.",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@nusabalicom,Mar 28,NusaBali.com krisis air Para petani di seluruh wilayah Kecamatan Dawan kini menghadapi yang mengancam keberlangsungan tanaman padi.,0,0,1,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@nusabalicom,Mar 30,"NusaBali.com krisis air Memasuki April, Bali diprediksi mulai memasuki musim kemarau. Mengantisipasi potensi kekeringan dan bersih, Badan Penanggulangan Bencana Daerah (BPBD) Bali mendorong pemerintah kabupaten/kota melalui Dinas PUPR.",0,0,1,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@nusabalicom,NusaBali.com,"Warga Banjar Tatag, Desa Taro, Kecamatan Tegallalang, menambal jalan berlubang secara gotong royong secara swadaya. Inisiatif warga ini lantaran khawatir terhadap keselamatan pengguna jalan. Mar 31",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@nusahitscom,NusaHits.com,"Anggaran Terbatas, Bantul Pilih 6 Lokasi Jalan Rusak Paling Parah Ini Apr 2",1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@nuttysaham,nutty,sama pas lewatin jalan rusak bolong segede gaban 6h,1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@nuydoodles,Apr 2,"nuy | COMIPARA C12-13 (praying can go to jogja) some even have the audacity to speak as if they care about the environment, what gross behaviour

kindly dont talk as if you care about the environment if you're still consciously and deliberately using genAI on daily basis, bacot kosong bau sampah",0,1,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@ochieketan,DIcky Takaria,banjir Iya.. Kasian yg lagi 13m,0,0,0,1,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@oh_manase,3h,Chaithra K /ಚೈತ್ರ Pungli Pungli,0,0,0,0,0,1,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@ohareul8,44m,vivu 𐙚 aduh makin pasti macet,0,0,0,0,1,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@omcharloss,Apr 2,"Celestial Dragon Ini solusinya biar perokok bebas mau ngerokok di mana pun nder. Asapnya hirup sendiri. Sakit jgn ngajak² orang lain. Udara itu bersih sejatinya, tapi dikotori oleh kaum perokok. Gak usah bahas polusi udara",0,1,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@onigirinaholic,Mar 28,"Eve Kenapa ya orang2 makin kesini makin aneh. Selalu anggep remeh seksual, selingkuh, pelecehan itu bukan suatu hal yang berat dan harusnya ada sanksi sosial. Pantesan presiden wowo dibela segitunya karna pelanggar ham bukan hal yg besar kali yaaa ʕ˘з˘ʔ",0,0,0,0,0,0,0,1,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@onlythvii,ꪜii,Ini semalem gua ngigo apa beneran yaa kan posisi lampu mati Mar 28,1,0,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@onyourn__aura,13h,naura*⁠.⁠✧ diluar ? kayak nyaa ga deh susah cari kerja,0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@opilpinjil,Apr 2,Apophis kade a dibales na ku data judol sareng s sekolah 1.1K 2.0 putu 3.0,0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@oposihhhhhhh,Apr 3,"siapaya dulu ngajuin resign dr kantor yang gajinya 2 digit (dua juta lebih dikit) dibilang sm hrd ""emg kamu lulusan smk mau jadi apa, aku aja yg s1 "" tp alhamdulillah skrg kerja di pt susah cari kerja",0,0,0,0,0,0,1,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@orreoil,1h,𝒐𝒓𝒆𝒍𝒍 malang m e macet,0,0,0,0,1,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@oryzasativa59,Mar 27,"Astrophi PDAM mati 1. Aku pekerja shift, yg menrutku capeknya lumayan
2. Belajar manage kebersihan rumah walau gak bisa tiap hari banget
3. Kadang masak kadang beli jadi
4. Kontrol semua sudut rumah
5. Belajar problem solving spt air , pralon PDAM putus, kucing liar mati didlm rumah",0,0,1,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@otwasik,Raw,"banjir Toyota Innova Zenix Q Modelista Hybrid 2024
Km 40rb an
Service record
Bebas laka & 1.5K Mar 28",0,0,0,1,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@ouftlaw,16h,Noah pungli pungli 1.0,0,0,0,0,0,1,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@padangbelulang,Mar 30,"Buck Justru belum dibuka lagi karena kuota guru sangat amat memenuhi, kan pernah dibahas juga sama ferry kalau indonesia gak , kalau untuk di pelosok mungkin ada lain cerita 1.0 kekurangan guru",0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@pahhh0394,Apr 2,"Upii 1. Sejauh ini baik pas magang dan kerja orang-orang nya lumayan baik. Jadi walaupun bukan perusahaan gede nyaman nyaman aja
2. Daerah gua yang diujung dan kampung banget ada anak yang hampir sekarang kuliah di Harvard pake LPDP, the only one 1.0 putus sekolah",0,0,0,0,0,0,0,0,1,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@pakrtgalau,selesai rewang,banjir masuk angin sel angine gedi tur 10m,0,0,0,1,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@pamjaya_dki,Apr 2,"PAM JAYA air mati Selamat malam Bpk/ibu mohon maaf atas ketidaknyamannya terkait di lokasi. Saat ini di lokasi terdampak gangguan Teknis pada sistem operasional Ipa Pejompongan 2, saat ini masih dalam penanganan oleh tim terkaitnya. Terima kasih *AD",0,0,1,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@pamjaya_dki,Mar 27,"PAM JAYA , mohon maaf atas ketidaknyamanannya, perihal kendala Halo Ibu air mati",0,0,1,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@pamjaya_dki,Mar 30,yuliati thio,0,0,1,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
@pangerancode,Apr 1,oi kalo yg iqos bau sampah,0,1,0,0,0,0,0,0,0,0,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
