waktu,username,teks_bersih,kategori_isu,urgensi,sentimen,lokasi_insiden
10h,@RedSemvack,Merah_Putih_Harga_Mati Wisata 1001 pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
13h,@_callmebayu,"panggil saya siapa? Alhamdulillah kemaren di kua gaada tambahan atau apa apa. Pure 600rb itu, selama pengurusan berkas juga gaada pungutan. Padahal sekitar 2 tahun lalu, temen yg beda kecamatan buat pengurusan berkas aja katanya bisa sampe 100-200rb. Terus sodara yg nikah beda 2 minggu ... pungli 1.0",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
14h,@phamnaoi,8 #K1MI 🫪 suisol si leesol jukir liar indomaret yg palang parkir gratisnya dipilok oknum dishub biar bs dan sui yg marah2 tiap ditarif parkir krn 2rbnya bisa dibeliin folio buat tugas essay perweek pungli 1.0,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
14h,@dodowiru,"Landak Biru Selama masih banyak , semua hanya omon-omon! pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
14h,@cozyiche,askdwjk sebel bgt banya yg didaerah wisata pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
14h,@leontakhessi,leonard Pungli Pungli 1.0,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
14h,@rainssoliloquy,Rain | Currently Higu-pilled .....males baru... ngurus ktp,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
15h,@zuhrimuhammad13,"ANTON BAMBANG Emang rata2 Jawa Barat rawan , emang bangsat tu yg pungli2 pungli 1.0",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
15h,@dr_slummp,"Gabut Oh Jawa Barat, emang daerah pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
16h,@BudiBudiaw20398,"Budi Budiawan Lembaga buat hapusin , preman, koruptor dll, itu lebih urgen. pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
16h,@harapanrakyat_,"harapanrakyat.com Datangi Kantor Dewan Ciamis, Koalisi Rakyat Bantu Rakyat Soroti Dugaan Oknum Anggota DPRD di Dapur MBG Pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
16h,@sipalingvokasi,Jeruk nipiz #LOCK IN UTBK! Indonesia bakal sulit maju kalo gini aja harus ada Sc : facebook pungli 2.0,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
16h,@farahdlpuspa,"𝑭 udah pernah nii pas kemarin mudik nyempetin mampir. sayangnya ke sana udah jam set 9 malam, sisa doang utk beli kopinya. jajanan pasarnya udah habis semua antrean panjang",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
16h,@e2rdgunawan,Edward Ariady G Itu . Aparat keamanannya kemana ? pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
16h,@ouftlaw,Noah pungli pungli 1.0,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
16h,@litasamud,"litasamud Gak lapor komisi kejaksaan kah kak?

Ngomong2 kejaksaan, yuk kita pantau kasus ini rame2. 11/12 lah sama kasus korupsi kuota haji, cuma ini bedanya 13K bagi calhaj.

Usut tuntas, jangan sampai berlalu begitu saja tanpa pertanggungjawaban hukum pungli 6.0",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
16h,@soaengls,lilie fb pelan limit setiap lewat tugu selalu heran photoboxnya selalu rame terus pdhl bgt weiii gpernah sepi kdang tengah hari jg msih rame plsss antrean panjang 1.0,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
16h,@litasamud,"litasamud Ngomong2 kejaksaan, yuk kita pantau kasus ini rame2. 11/12 lah sama kasus korupsi kuota haji, cuma ini bedanya bagi calhaj.

Usut tuntas, jangan sampai berlalu begitu saja tanpa pertanggungjawaban hukum pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
17h,@KoplakHong,Koplakhong Pungli Pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
17h,@horatatak,𓆟 nonono itu yg belum dikuasai chandalee pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
17h,@WWXCHN,𝑁𝑎𝑑𝑎 Oh jadi ini dibalik i curug pungli d 1.0,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
17h,@lahapaansiiih,"kukirakukaku Sebuah keresahan aing selama tinggal di jabar, rek tamasya ge ripuh ku pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
17h,@dirahardiniati,"dira JAHAT BANGET SI BU BIKIN NARASI NYA,SEAKAN AKAN WARGA DISANA !!! PUNGLI 1.0",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
17h,@PojokKopiCiamis,"PojokKopiCiamis Nuhun mang.. tanpa anda lalu lintas bakal semrawut.. 
Sanes .. 
Tara maksa.. 
Anu komen negatif paling anu sakali lewat.. 
Pengguna harian jembatan cirahong mah pasti seuri ningali postingan ieu... pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
17h,@dirahardiniati,dira PAAKKKK INI VIDIO SAYA! IBU INI NAMBAHIN WATERMARK SENDIRI TOLONG DI BANTU INI DI BENARKAN SEAKAN AKN MENGGIRING OPINI KALO INI PUNGLI,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
17h,@AsinanAsasin,"Kekuatan pejabutnya korupsi, rakyatnya , kombinasi dajjal pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
17h,@waeuciss,"pakwas Industri kalo mau bermekaran harus kepastian hukum jelas, /premanisme dibasmi,infrastruktur memadai. Itu dulu dibenahi. Kalo ada yang berani kayak gitu, all in 4 periode juga gas aja. pungli 1.0",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
17h,@ppppanteqqqq,"orang indonesia ngapa dah kalo naik transum beli tiketnya pas di depan gate tap. maksud gue, minimal dari pas ngantri atau jauh2 pas baru masuk stasiun gitu loh biar gak bikin antrean panjang 1.0",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
18h,@HaryaWee,"GaRi~NDeLok! Simple aja utk meminimalisir , di situ kasih aja traffic light di ujung sisi masing². Mrk pasti gak bs lkkn pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
18h,@hamdansyabani,"ham dan sya Saat ini dan nggak tau sampe kapan, Cirahong tanpa bapak pengatur keluar masuk kendaraan tadi, bakal riweuh dan macet karena keluar masuk motor baiknya memang hanya 1 arah bergantian, bahkan masuk kategori pun tidak. pungli 1.0",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
18h,@yyou_th,"َ Hi sender, bbrp bulan lalu ktp ku ilang (sepaket sama sim stnk juga), dan itu paling mudah drpd yg lain. Pertama ke kantor polisi bikin surat kehilangan, terus dateng ke dukcapil daerah kamu. Nanti diurus sama pengurus sana, langsung jadi kok dan nggak bayar ya ngurus ktp 1.0",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
18h,@dwiputro89,dwi putro Boleh.. udah diatur sejak tahun 2015.. besaran amplopnya udah ditentuin dan dibayar ke kas Negara.. kalau ada yang minta diatas itu udah pasti .. pungli 1.0,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
18h,@Javanicus_Hasan,"panggil aja Jembatan Bendung Lahor Malang-Blitar udah digratisin, JABAR MASIH AJAK PUNGLA .
si kaing kaing nunggu apaan lagi ini? kurang viral kah? PUNGLI",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
18h,@noorriansjah,Rian Jabar everywhere pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
18h,@restuinsanalim,"restuu pdhl ga bayar juga gppaa org org disit u mah pada baik, ga bakal ngamuk kaya pungli lain 1.0",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
18h,@putri_herdipura,"putriherdipura Percuma.. hasilnya jg masi banyak polisi yo korup, suka pungli 1.0",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
18h,@GregWahyudi,"LapendosPademangan Jabar lagi, lagi lagi Jabar...sarang pungli 3.0",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
19h,@pikiran_rakyat,Pikiran Rakyat Praktik pungutan liar ( ) di Jembatan Cirahong kembali menjadi buah bibir setelah unggahan akun TikTok dirasukin viral di media sosial. Video yang memperlihatkan keresahan pengendara saat dimintai uang tersebut telah ditonton lebih dari 180 ribu kali dan menuai ribuan pungli 4.0,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
19h,@munvess,Ssefnum -RL Guys boleh spill tata cara 3.8K hilang gak ya... Apa harus ke kantor polisi... Halo... Aduh aku pusing banget bentar lagi UTBK malah dompet dan KTPku ilang... ngurus KTP 12.0,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
19h,@CNNIndonesia,"CNN Indonesia Kasus 2.1K Turis WNA, Kepala Imigrasi Batam Dicopot dan Diperiksa Pungli 2.0",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
19h,@petransyech,"Petran Provinsi serebu , kemarin parkiran RSUD dipungliin udah ga waras orang sakit&keluarganya  dipungliiin, ini jembatan yg bangun siapa yg mungki siapa. pungli 1.0",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
19h,@baliqnugraha,edan gerlong setiap beberapa meter loba parkir liar najis pungli 1.0,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
19h,@9belas_33,ᮊᮄᮙᮔ᮪ Pungli Pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
19h,@syahril24,"A Aril ah bahas gini klo ga ada hasilnya jg ngapain, percuma. cuma buat pencitraan biar kelihatan kerja, pdhl buktinya nyata di perlukan, pemberantasan korupsi, (parkir liar, warlok pemungut biaya masuk lokasi yg tak resmi), pembukaan lapangan pekerjaan yg merata pungli 4.0",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
19h,@batamtoday,"Batamtoday Dugaan Oknum Imigrasi di Pelabuhan Batam Centre Diselidiki, Sanksi Tunggu Keputusan Pusat Pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
19h,@batamtoday,"Batamtoday Sidak Pelabuhan Batam Center, Amsakar: Citra Batam sebagai Gerbang Wisata Tercoreng Ulah Oknum Pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
19h,@estereum,ester ver. 2 Gabisa kerja tanpa dulu UPSS pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
20h,@AdiKurnadi71,Adi Kur. Negara dan rakyat jelatapun bangga dan merasa gagah jika sdh bisa malak dan mengambil hak orang lain. pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
20h,@smthlikeryu,Han MIRIS BGST EMG PUNGLI,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
20h,@Aingpinman,HAJI PINMAN Hub Pungli Pungli 1.0,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
20h,@mcbodalds,hocolate Qris pas lu transaksi di lantai B2 antrean panjang 1.0,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
20h,@firmanashad08,Firman Ashad Negeri surganya pelaku ... pungli 1.0,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
20h,@IOS_GrizlyWolf,Nero Crack 阿古斯河 𝕏 Investor asing lebih suka vietnam dan tidak ada di vietnam pungli 1.0,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
20h,@IrvanJambak1,"Irvine klo bangunnya pake uang pribadi ga masalah, tapi klo pemerintah yg bangun pake uang pajak trus ada akamsi mintain uang itu baru pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
20h,@tnmuda,Tn Muda Pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
20h,@chijeutopokki,7TH YEAR: novi soob tolong bantu tertibkan di jabar juga dong pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
20h,@batamtoday,"Batamtoday Citra Wisata Batam Terancam, Amsakar Tegaskan Oknum Harus Ditindak Pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
20h,@serigalasepi,"name cannot be be be blank SOP di tiap daerah bisa beda tergantung fasilitas yang tersedia. Lu ada di daerah yang minim fasilitas+SDM kureng ya wajar dapat . Gua bikin KTP di Jogja cuma 10 menit kelar kok. Mau lu samain kaya kasus lu? Picik banget. Mikir dikit tong, jangan kacamata kuda. pelayanan lambat 1.0",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
21h,@indimieh,"indi klo yg lampu merah keluar logos tuh pelaku usahanya siapa ya? kan itu jalan raya, jalan umum,tapi tiap truk lewat kudu ngasih ke pak ogahnya dgn dalih air minum seliter atau ngga ya duit aja. pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
21h,@Userword_,𝓚𝓮𝓽𝓾𝓪 𝓐𝓴𝓪𝓽𝓼𝓾𝓴𝓲 - Yahiko Pungli Pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
21h,@jong___batavia,jong Jd middleman juga kena pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
21h,@gowestid,"GoWestID Pemeriksaan Dugaan , Kepala Imigrasi Batam Dicopot Pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
21h,@batam_sorot,Sorot Batam Kepala Imigrasi Batam Dicopot,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
21h,@ndksn_,sepupu blackjack pantes kasus susah ilang di jabar wkwk pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
21h,@4d_h1m,tw「 Provinsi Pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
21h,@yani_sinaga52,Yani Sinaga semoga bisa ngurangin angka secara signifikan pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
21h,@Mammoth_R,"Mammoth_R Setuju, tapi tiket murah doang belum solusi. Demokrasi lah yg buat rakyat susah, Korupsi subur, jadi lumrah, preman LSM dipelihara. Pemerintah: 1 tahun pertama sibuk konsolidasi koalisi, 2 tahun akhir fokus Pemilu. Emang paling bener dipimpin Raja aja kaya negara2 arab. Pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
21h,@_Queen_Putri,"Star Seharusnya polisi setempat sdh lbh awal tau,tapi napa masih berkeliaran ini ya,,,,, pungli 1.0",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
22h,@sincierityoflov,Power of love Sudah tahu belum . Pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
22h,@raihanfavorite,"JKT48Fan Komen bodoh. Emg kau ni juga , sok sok ngebelain. Hadeuh demi keselamatan ngerampas duit orang. Ngemis mulu gws pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
22h,@mieayamwalik,arga itumah njir pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
22h,@Imam_Widodo_,Imam Widodo Pelaku ya pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
22h,@Vernando_Ading,Vernando Ading Jatim jateng relatif lebih aman pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
22h,@DikiRam42724066,"human#368 kalo gaboleh ada maka pihak kepolisian harus dikerahkan untuk jaga lalu lintas disana secara langsung, karna sangat bahaya kalo ga ada yang ngatur pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
22h,@DikiRam42724066,"human#368 menurut saya itu bukan saya sering lewat situ bayar berapa aja diterima, bahkan sering 500perak juga , tugas mereka jaga lalin, dulu g ada yg jaga lalin 2 arah bersamaan banyak kecelakaan, dan atasnya jalan kereta aktif, mereka juga berentiin lalin pas mau datang kereta pungli 1.0",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
22h,@ExclusiveBstrd,Bagas Daerah sunda pasti ada . pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
22h,@helloautumn123,"𖣂 7th year: æ ⊙⊝⊜ ⁷⁵ bin cobain dah trip ke sepanjang pantai selatan garut, pantainya banyak, super cantik, nya jg indah bgt pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
22h,@Put_tooth,"rpnm Sebaik apapun pendidikan kalo yg masuk sampah yg keluar juga sampah.  Yg masuk pake uang otomatis sdh lulus cari gantinya lewat , kriminalisasi kasus, beking ini itu pungli 3.0",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
23h,@mirfanrkresnadi,"Irfan Kresnadi Kalo mau jd produsen, harus dibenerin juga iklim malak memalak yg bahkan diluar rente (misal truk bahan baku di-pungli in). Ini masalah besar buat inovasi",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
23h,@raisalkh,tinem raharjo JABAR PUNGLI PUNGLI,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
23h,@jpsatrio,Satrio Jati Prakoso Ya karena banyak dikepung PKL dan parkir liar plus dimana mana pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
23h,@dr_arts23,The Intelligent Masuk kantong DIREKTURNYA. Enak bener 2.6K alias KKN PUNGLI 1.0,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
23h,@alipflip,Alpha Lima India Foxtrot Kalau ada yang mau berantas berarti pro genosida. Jaegerist sejati pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
23h,@sandeeekala,"kopigugut sebagian sipil ambil bagian , sebagian yang berseragam minta dikasih prioritas gratisan kalo mau masuk lokasi pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 28,@harapanrakyat_,harapanrakyat.com Disparbud Jawa Barat Sebut Tidak Ada Praktik di Pantai Sayang Heulang Garut Pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 28,@YotamWanimbo_,"Yotam Wanimbo OPM menuduh Aparat melakukan di Intan Jaya Hoax

Beredar tuduhan bahwa aparat melakukan Pungli 6.0",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 28,@lunaaablair,"AmI?? Wajahnya kebaca banget di video, plat motor juga keliatan. Ini bukan preman biasa lagi, ini perampokan terang-terangan di jalan umum. Polisi Tanah Abang & Polda Metro jaya tolong gerak cepat tangkap ini hama sebelum korban berikutnya bertambah. Masyarakat udah muak sama 2.3K pungli 2.0",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 28,@hadilocoboy,"hadilocoboy 4. Satpam bank harus siap:

- Hadapi - Hadapi ibu-ibu panik ATM ketelan
- Hadapi bapak-bapak lupa PIN

Itu bukan kerjaan…
itu training mental + core strength. antrean panjang 1.0",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 28,@EdyTaslim,"edyt Premanisme dan makin lama makin meluas. Di area wisata Jogja juga makin massif, mulai area Kaliurang, pantai Gunung Kidul, dan Parang Tritis, siapapun yang masuk kasawan tersebut harus bayar retribusi per orang 15.000. Aneh aja. Tim saber pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 28,@anakulahmanusia,"𝓐𝓷𝓪𝓴 𝓜𝓪𝓷𝓾𝓼𝓲𝓪 Gaya kepemimpinan sat-set dan blusukan tanpa protokoler kaku emang kunci! 

Pas banget buat pangkas .

Kalau Presiden terjun langsung cek ombak, instruksi ke bawah pasti lebih tegas dan eksekusi kesejahteraan warga jadi makin cepat birokrasi ribet",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 28,@krishiday,"krishidayat disaat kita nganggur lalu berjuang keras cari kerjaan, bikin lamaran cv dll masih harus bolak balik ke fotocopy an, belum lagi harus menerima pahitnya ikut 1.2K interview dan gak ketrima.

pemerintah sama sekali gak ada buat kita, tapi pas kita udah kerja pemerintah- antrean panjang 1.0",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 28,@pontianakpost1,"Pontianak Post Polsek Mukok Intensif Pantau SPBU Semuntai, Cegah dan Penyimpangan BBM

Baca selengkapnya: Antrean Panjang",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 28,@BatamPos,Batampos Pungli Pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 28,@embah72,"Abah Penampakan wajah jagoan² wisata di Garut yg tidak terima dgn adanya video viral menyebut mahalnya lokasi wisata mahal dgn tiket 45rb/motor.
Pertanyaannya angka itu resmi atau Man ? pungli 2.0",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 28,@zipper_clutch,"zipperclutch KAI yang banjir 3.6K pelan2 ilang semua. Gaji pelan2 dinaikin. Coba, dulu siapa yang mau kerja di bumn kai? Skg jadi rebutan. pungli 2.0",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 28,@Qk1ng2,"金 ʘ⁠‿⁠ʘ Ketika negara tetangga sibuk darurat, kita malah sibuk mengelola dan panic buying di SPBU.

Dan itu juga fakta. antrean panjang 2.0",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 28,@rapunjellyeuw,mie ayam wooo lu liburin mbg dulu bisa gaaa program gajelas byk dikorup haduhh pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 28,@Jafar_julian,Saha Sok? Wah berarti kemarin d surabaya yg itu bohong ? pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 28,@NenkMonica,"𝕸𝖔𝖓𝖎𝖈𝖆 ᴼᶠᶠⁱᶜⁱᵃˡ Bupati Garut Bagaimana ?
Kejadian ini selalu terulang saat liburan.
Sampai kapan Wisata Garut akan aman dari 2.1K dan Penipuan Oknum dan Preman? Pungli 5.0",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 28,@kemenkumjabar,"Kanwil Kemenkum Jabar Asep Sutandar jamin jajaran Kemenkum Jabar bebas dari dalam melayani masyarakat. Kemenko Hukum memuji sistem pengawasan kami yang efektif cegah praktik menyimpang.

Kemenkum Jabar -  Asep Sutandar pungli 1.0",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 28,@Agus_Herdiono86,Yoyon agus Herdiono,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 28,@kharisman_,"خرسمن Fungsinya dia cuma , males kan akhirnya ke tempat wisata, pungli",Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 28,@gayustambuan,Gembel Jatim Ternyata bukan di jabar aja pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
Mar 28,@Afir24,. Republik Negeri Surga Para Preman Pungli,Pelayanan Publik,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
1h,@BANGSAygSUJUD,"B. Prasetya Realisasi tahap awal 16.000+ sekolah direvitalisasi

Itu belum 166 Sekolah Rakyat Berasrama dan MBG juga pembelajaran modern

Kalo di daerahmu ada anak desil 1 & 2 share kita bantu ke SR, gratis kuliah, bahkan kalo pinter dikuliahkan ke Univ ternama di luar negeri 1.0 putus sekolah",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
1h,@PDI_Perjuangan,"PDI Perjuangan DPC PDI Perjuangan Kota Palembang menggelar Bakti Sosial untuk anak-anak di TPA Sukawinatan. Kegiatan ini dipimpin oleh Ketua DPC PDI Perjuangan Kota Palembang Ayu Nur Suri.

""Saya mendengar cerita mereka ada yang putus sekolah 1.0",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
2h,@lpp_palembang,"Lapas Perempuan Kelas IIA Palembang binaan yang agar dapat memperoleh ijazah setara pendidikan formal. Selain pendidikan akademik, program PKBM juga memberikan berbagai pelatihan keterampilan praktis guna meningkatkan kualitas hidup dan kemandirian 1.0 putus sekolah",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
4h,@kaniamaisya164,"kania Viral video bahwa pemerintah lebih penting kan bangun dapur MBG mewah drpd renovasi .

Berita viral tanpa bukti
bahwa dapur MBG atau SPPG sebenarnya dibangun dana sendiri oleh mitra bukan dari APBN.
Tugas  pemerintah daerah bangun sekolah sekolah rusak 1.0",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
5h,@Baihaqy1793,Baihaqy Kasian si i beng dianggap putus sekolah sama,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
6h,@hoerulawr,𝕳𝖔𝖊𝖗𝖚𝖑 𝖆𝖓𝖜𝖆𝖗 Wkwkwk padahal dari semua korwil jakmania yg beli tiket paling banyak tiap matc h selalu jakkabbogor 1.0,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
10h,@Deviro119228,"Ronny Makan bergizi gratis, itu pun menunya aneh2. Hanya untuk yg sekolah. Jadi yg ga bisa sekolah, , mereka gadapet makan dong. putus sekolah 1.0",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
11h,@applesnoow,"Kei. || Persod KR, CH, JP ga usah deh bawa bawa menolak qadha dan qadar. liat realita aja di lapangan udah berapa banyak anak yang karena harus kerja buat biayain keluarga. ngakunya paling si agama putus sekolah",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
15h,@gomsprings,"n Malala ini satu dr sekian banyak perempuan yg terpaksa karena peraturan kelompok Taliban yg melarang anak perempuan untuk sekolah. dia dari keluarga yg paham pendidikan, terus sempet 1.0 putus sekolah",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
15h,@Baihaqy1793,Baihaqy Dari profil udah jelas lu y ang lebih cocok putus sekolah,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
16h,@D4057Dodo,"Widodo Dodo Ngomong aja gede nggak punya nyali dan naluri bisanya cuma mbg nggak visioner investasi makan bergizi kapan rakyatmu menikmati...jalan rusak, harga pangan tinggi program konyol yg mubazir sekolah rusak",Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
17h,@Kossonng,Nama tidack boleh Lw doang keknya yg 3.0 putus sekolah,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
18h,@newestID,Newest Indonesia Perang Iran Memanas: 140 Ribu Rumah Dan 763 Akibat Serangan AS-Israel Sekolah Rusak,Pendidikan,Belum Dilabeli,Belum Dilabeli,Tidak diketahui
